Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Number of Beds,Inpatient Total Charges,Outpatient Total Charges,Total Salaries (adjusted),Total Income
281333,ROCK COUNTY HOSPITAL,102 EAST SOUTH STREET,BASSETT,NE,68714,ROCK,24,"$2,687,057","$5,880,942",,"$74,155"
281341,CHADRON COMMUNITY HOSPITAL,825 CENTENNIAL DRIVE,CHADRON,NE,69337-9400,DAWES,25,"$5,632,275","$19,906,047",,"-$2,464,214"
374021,PARKSIDE HOSPITAL  INC.,1620 E. 12TH STREET,TULSA,OK,74120,TULSA,51,"$24,146,078","$1,773,001",,"$15,659,476"
392047,SSH - DANVILLE,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,MONTOUR,30,"$56,485,376","$194,120","$4,487,006","$1,752,023"
442010,BAPTIST MEM RESTORATIVE CARE HOSP.,6019 WALNUT GROVE,MEMPHIS,TN,38120,SHELBY,30,"$49,262,761","$79,919","$4,743,273","-$1,971,684"
451337,W.J. MANGOLD MEMORIAL HOSPITAL,320 MAIN,LOCKNEY,TX,79241-,FLOYD,25,"$3,742,619","$9,140,520",,"$238,817"
451347,COLEMAN COUNTY MEDICAL CENTER,310 S. PECOS,COLEMAN,TX,76834,COLEMAN,25,"$6,625,205","$13,411,520",,"-$826,488"
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVENEUE,DECATUR,IN,46733,ADAMS,25,"$24,349,470","$67,704,644",,"-$278,588"
194083,CYPRESS GROVE BEHAVIORAL HEALTH,4673 EUGENE WARE ROAD,BASTROP,LA,71220,MOREHOUSE PARISH,60,"$3,061,800","$1,164,996",,"$116,746"
181315,FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,40484-,LINCOLN,25,"$11,287,520","$35,376,343",,"$1,807,681"
251305,LAWRENCE COUNTY HOSPITAL,1065 EAST BROAD STREET,MONTICELLO,MS,39654,LAWRENCE,25,"$4,053,024","$9,745,925",,"-$597,920"
391314,TITUSVILLE AREA HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,CRAWFORD,25,"$8,943,753","$44,878,447",,"$1,354,435"
451330,MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861-,MEDINA,25,"$8,633,334","$42,671,975",,"$23,711,837"
451366,COCHRAN MEMORIAL HOSPITAL,201 EAST GRANT,MORTON,TX,79346-,COCHRAN,18,"$128,645","$854,227",,"-$1,297,824"
34023,THE GUIDANCE CENTER  INC.,2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,COCONINO,16,"$6,097,116","$13,385,409",,"$1,478,408"
141342,UNION COUNTY HOSPITAL DISTRICT,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,25,"$11,520,870","$69,895,547",,"$2,671,993"
151320,JAY COUNTY HOSPITAL,500 W. VOTAW,PORTLAND,IN,47371-,JAY,25,"$16,868,992","$74,282,832",,"$1,848,044"
151322,PERRY COUNTY HOSPITAL,8885 SR 237,TELL CITY,IN,47586,PERRY,25,"$14,724,462","$68,975,727",,"-$1,605,771"
151326,UNION HOSPITAL CLINTON,801 SOUTH MAIN STREET,CLINTON,IN,47842-,VERMILLION,25,"$10,004,121","$62,144,832",,"$2,525,248"
154052,PORTER-STARKE SERVICES  INC,601 WALL ST,VALPARAISO,IN,46385-,PORTER,16,"$2,864,293","$6,907,655",,"$1,208,167"
171318,SEDAN CITY HOSPITAL,300 W NORTH STREET,SEDAN,KS,67361,CHAUTAUQUA,17,"$1,861,432","$4,304,125",,"-$17,500"
171349,CLOUD COUNTY HEALTH CENTER,1100 HIGHLAND DRIVE,CONCORDIA,KS,66901-,CLOUD,22,"$5,359,890","$17,398,062",,"-$1,770,266"
191309,HOOD MEMORIAL HOSPITAL,301 WEST WALNUT,AMITE,LA,70422-,TANGIPAHOE,25,"$8,982,386","$19,564,181",,"$100,122"
214013,ADVENTIST HC BEHAVIORAL HEALTH & WEL,14901 BROSCHART ROAD,ROCKVILLE,MD,20850,MONTGOMERY,117,"$37,685,240","$5,209,267",,"-$5,830,752"
224021,FULLER MEMORIAL HOSPITAL,200 MAY STREET,SOUTH ATTLEBORO,MA,2703,BRISTOL,103,"$41,850,050","$13,569,798",,"$1,952,373"
232034,BORGESS-PIPP HEALTH CENTER,411 NAOMI STREET,PLAINWELL,MI,48080-1222,ALLEGAN,43,"$23,478,149","$47,086,532","$8,187,850","$4,073,507"
251307,NOXUBEE COUNTY HOSPITAL,NOXUBEE GENERAL CRITICAL ACCESS HOS,MACON,MS,39341,NOXUBEE,25,"$10,967,274","$14,063,589",,"$887,682"
251326,PRENTISS REGIONAL HOSPITAL,1102 ROSE STREET,PRENTISS,MS,39474-,JEFFERSON DAVIS,17,"$7,726,377","$11,945,529",,"-$2,548,346"
251329,GREENE COUNTY HOSPITAL,1017 JACKSON AVENUE,LEAKESVILLE,MS,39451-,GREENE,7,"$1,985,248","$4,513,639",,"-$300,694"
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,6TH & FRANKLIN ST,RED CLOUD,NE,68970-0465,WEBSTER,13,"$781,941","$4,224,782",,"-$348,355"
281346,CHI HEALTH PLAINVIEW,704 N 3RD STREET,PLAINVIEW,NE,68769-,PIERCE,15,"$1,348,237","$9,765,293",,"$946,684"
284003,LINCOLN REGIONAL CENTER,FOLSOM & PROSPECTOR,LINCOLN,NE,68509-4949,LANCASTER,247,"$15,091,773",,"$24,610,671","-$35,068,791"
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BLVD,WYNNE,AR,72396-,CROSS,15,"$4,341,332","$17,851,625",,"$325,449"
102017,SSH - PANAMA CITY  INC,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,BAY COUNTY,30,"$64,036,702",,"$6,349,664","$4,392,258"
104067,ASPIRE HEALTH PARTNERS INC,ASPIRE HEALTHCARE,ORLANDO,FL,32808,ORANGE,90,"$19,323,975","$193,588,867","$48,272,989","$1,826,503"
171324,SATANTA DISTRICT HOSPITAL,401 CHEYENNE,SATANTA,KS,67870-,HASKELL,13,"$2,897,055","$4,752,000",,"-$261,606"
171368,MINNEOLA DISTRICT HOSPITAL,212 MAIN ST,MINNEOLA,KS,67865,FORD,14,"$3,529,060","$4,554,880",,"-$951,979"
241379,PRAIRIE RIDGE HOSPITAL,1411 HIGHWAY 79 EAST,ELBOW LAKE,MN,56531,GRANT,10,"$1,666,179","$21,400,102",,"$1,011,432"
392036,SSH - LAUREL HIGHLANDS  INC,ONE MELLON WAY  3RD FLOOR,LATROBE,PA,15650,WESTMORELAND,40,"$53,998,638","$13,630","$5,605,008","$3,592,172"
451316,MADISON ST. JOSEPH HEALTH CENTER,100 WEST CROSS,MADISONVILLE,TX,77864,MADISON,15,"$8,308,562","$40,376,167",,"$2,673,956"
451320,BAYSIDE COMMUNITY HOSPITAL,200 HOSPTIAL DRIVE,ANAHUAC,TX,77514,CHAMBERS,14,"$1,105,906","$19,007,157",,"$1,270,721"
514001,HIGHLAND HOSPITAL ASSOC,300 56TH STREET,CHARLESTON,WV,25364-,KANAWHA,40,"$15,471,085","$1,530",,"-$2,455,235"
251324,WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667-2099,WALTHALL,25,"$4,320,349","$19,396,745",,"-$575,403"
261302,MADISON MEDICAL CENTER,611 WEST MAIN,FREDERICKTOWN,MO,63645-,MADISON,25,"$8,939,832","$23,893,756",,"-$425,564"
261337,MISSOURI BAPTIST HOSPITAL SULLIVAN,751 SAPPINGTON BRIDGE ROAD,SULLIVAN,MO,63080,CRAWFORD,25,"$23,722,477","$128,220,961",,"$1,876,775"
281319,JEFFERSON COMMUNITY HEALTH CENTER,2200 NORTH H STREET,FAIRBURY,NE,68352-,JEFFERSON,17,"$6,495,385","$21,624,600",,"$828,828"
281321,OAKLAND MERCY,601 EAST 2ND STREET,OAKLAND,NE,68045,BURT,16,"$758,089","$7,339,717",,"-$291,974"
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE,OGALLALA,NE,69153-,KEITH,18,"$6,485,130","$27,213,481",,"$1,059,861"
322002,KINDRED HOSPITAL ALBUQUERQUE,700 HIGH STREET  N.E.,ALBUQUERQUE,NM,87102,BERNALILLO,57,"$93,641,472","$1,324,405","$10,897,453","$2,372,375"
454104,UBH DENTON HOSPITAL,2026 W UNIVERSITY DRIVE,DENTON,TX,76201,DENTON,104,"$54,605,810","$8,180,900",,"$950,154"
494025,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,,100,"$35,890,400","$1,988,500",,"$3,521,658"
41311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,25,"$8,946,516","$41,037,703",,"-$746,510"
151319,GIBSON GENERAL HOSPITAL,1800 SHERMAN DRIVE,PRINCETON,IN,47670-,GIBSON,25,"$6,337,434","$43,866,058",,"$1,833,315"
152012,KINDRED HOSPITAL NORTHWEST INDIANA,5454 HOHMAN AVENUE  5TH FL.,HAMMOND,IN,46320,LAKE,56,"$85,191,298","$264,517","$8,054,675","$2,654,182"
154011,COMMUNITY MENTAL HEALTH CENTER,285 BIELBY ROAD,LAWRENCEBURG,IN,47025,DEARBORN,16,"$3,701,311","$3,166,366",,"$370,949"
191302,ST MARTIN HOSPITAL,210 CHAMPAGNE BLVD,BREAUX BRIDGE,LA,70157,ST MARTIN PARISH,25,"$14,072,744","$40,402,463",,"$3,498,438"
192013,CORNERSTONE HOSPITAL OF SW LOUISIANA,524 DR MICHAEL DEBAKEY DR,LAKE CHARLES,LA,70601,CALCASIEU PARISH,24,"$28,001,075",,,"-$475,127"
194082,JENNINGS SENIOR CARE HOSPITAL  LLC,1 HOSPITAL DRIVE,JENNINGS,LA,70546,JEFF DAVIS,16,"$5,353,599","$14,158,740","$2,491,596","$1,964,033"
233300,CHILDRENS HOSPITAL OF MICHIGAN,3901 BEAUBIEN,DETROIT,MI,48201,WAYNE,226,"$545,244,625","$525,394,512","$134,590,892","$19,921,709"
241341,APPLETON MUNICIPAL HOSPITAL,30 SOUTH BEHL STREET,APPLETON,MN,56208,SWIFT,15,"$4,401,421","$6,493,522",,"-$2,013,606"
251331,CALHOUN HEALTH SERVICES,140 BURKE CALHOUN CITY ROAD,CALHOUN CITY,MS,38916,CALHOUN,25,"$11,901,216","$13,306,873",,"-$2,379,165"
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,1406 Q STREET,FRANKLIN,NE,68939-0315,FRANKLIN,14,"$446,710","$4,576,765",,"-$420,418"
281324,NEMAHA COUNTY HOSPITAL,2022 13TH STREET,AUBURN,NE,68305-,NEMAHA,16,"$2,361,040","$15,986,752",,"$942,974"
314020,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE,CEDAR GROVE,NJ,7009,ESSEX,180,"$58,376,388","$57,712","$21,567,288",
442015,SSH -NORTH KNOXVILLE,7557B DANNAHER DRIVE,POWELL,TN,37849-3568,KNOX COUNTY,33,"$70,300,416","$257,539","$6,255,604","$3,676,376"
531305,PLATTE COUNTY MEMORIAL HOSPITAL,201 14TH STREET,WHEATLAND,WY,82201-,PLATTE,25,"$6,119,477","$27,486,179",,"-$2,010,962"
100271,H. LEE MOFFITT CANCER CENTER,12902 MAGNOLIA DRIVE,TAMPA,FL,33612,HILLSBOROUGH,206,"$680,136,521","$2,580,398,886",,"$166,871,775"
171311,ROOKS COUNTY HEALTH CENTER,1210 N. WASHINGTON,PLAINVILLE,KS,67663,ROOKS,16,"$5,939,691","$15,987,381",,"-$455,728"
194103,SEASIDE HEALTH SYSTEMS,4363 CONVENTION ST,BATON ROUGE,LA,70806,,64,"$25,958,400","$39,262,388",,"$2,721,473"
352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS  L,1000 18TH STREET N.W.,MANDAN,ND,58554,MORTON,41,"$54,209,273","$12,630","$4,245,681","$7,221,626"
441301,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE,TN,37074,TROUSDALE,25,"$5,976,074","$21,691,447",,"-$139,396"
464007,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,592 WEST 1350 SOUTH,WOODS CROSS,UT,84087-8180,,,,,,
112015,SOUTHERN CRESCENT HOSPITAL,11 UPPER RIVERDALE RD SW 6TH FLOOR,RIVERDALE,GA,30274,CLAYTON,30,"$18,665,305",,"$3,072,248","-$405,936"
154014,THE OTIS R. BOWEN CENTER,850 N. HARRISON,WARSAW,IN,46580-,KOSCIUSKO,16,"$8,376,116","$7,096,478",,"$7,713,380"
171351,WASHINGTON COUNTY HOSPITAL,304 E. 3RD STREET,WASHINGTON,KS,66968,WASHINGTON,25,"$1,993,597","$6,282,597",,"-$211,700"
171376,HOSPITAL DISTRICT #1 CRAWFORD COUNTY,302 NORTH HOSPITAL DRIVE,GIRARD,KS,66743-2000,CRAWFORD,23,"$8,351,995","$22,266,251",,"-$978,587"
231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 U.S. HIGHWAY 41,LANSE,MI,49946,BARAGA,24,"$5,141,492","$24,705,612","$8,431,062","-$668,492"
231329,CARO COMMUNITY HOSPITAL,401 N HOOPER ST,CARO,MI,48723,TUSCOLA,25,"$1,173,480","$21,638,920",,"-$806,953"
231334,HERRICK MEDICAL CENTER,500 E. POTTAWATAMIE STREET,TECUMSEH,MI,49286-,LENAWEE,25,"$3,468,586","$78,340,222",,"-$2,031,040"
451306,KIMBLE HOSPITAL,349 REID RD,JUNCTION,TX,76849-3024,KIMBLE,15,"$840,929","$8,057,900",,"-$1,487,266"
451391,FRIO REGIONAL HOSPITAL,200 S. IH 35,PEARSALL,TX,78061,FRIO,22,"$1,671,386","$11,301,613",,"$67,525"
21312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,1296 AGVIK STREET,BARROW,AK,99723,NORTH SLOPE BOROUGH,20,"$5,850","$82,816",,"-$45,220,032"
31313,CARONDELET HOLY CROSS HOSPITAL,1171 W TARGET RANGE ROAD,NOGALES,AZ,85621-,SANTA CRUZ,25,"$27,979,675","$105,701,403","$10,481,967","$2,707,230"
94001,ST. ELIZABETHS HOSPITAL,1100 ALABAMA AVE. SOUTHEAST,WASHINGTON,DC,20032,DC,102,"$78,830,840","$55,656","$63,600,621","-$90,445,419"
102010,KINDRED HOSPITAL SOUTH FLORIDA,1516 EAST LAS OLAS BOULEVARD,FT. LAUDERDALE,FL,33301,BROWARD,214,"$389,799,935","$2,034,027","$35,350,715","-$2,150,326"
191323,RICHLAND PARISH HOSPITAL NO. 1 A,407 CINCINNATI ST,DELHI,LA,71232-,RICHLAND,25,"$4,651,564","$22,971,872",,"$1,617,853"
241314,JOHNSON MEMORIAL HOSPITAL,1282 WALNUT STREET,DAWSON,MN,56232-,LAC QUI PARLE,20,"$9,308,313","$13,289,210",,"$1,466,619"
451300,PARMER COUNTY COMMUNITY HOSPITAL,1307 CLEVELAND STREET,FRIONA,TX,79035-,PARMER,25,"$1,907,129","$7,776,039",,"-$661,781"
453304,TEXAS CHILDRENS HOSPITAL,6621 FANNIN,HOUSTON,TX,77030,HARRIS,743,"$2,659,463,097","$1,728,996,164",,"$85,932,380"
454064,RIVER CREST HOSPITAL,1636 HUNTERS GLEN RD,SAN ANGELO,TX,76907,,80,"$34,360,579","$1,810,489",,"-$1,130,552"
454141,PALMS BEHAVIORAL HEALTH,613 VICTORIA LN,HARLINGEN,TX,78550,CAMERON,94,"$18,352,500","$162,750",,"-$5,117,167"
21314,MT EDGECUMBE HOSPITAL,222 TONGASS DRIVE,SITKA,AK,99835,,25,"$48,660","$862,524",,"-$144,874,869"
31305,HOPI HEALTH CENTER,HIGHWAY 264,POLACCA,AZ,86042,NAJAVO,6,"$4,656","$116,457",,"-$41,846,703"
171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST 2ND STREET,GOODLAND,KS,67735-,SHERMAN,21,"$4,459,610","$27,873,626",,"$301,005"
261325,BARTON COUNTY MEMORIAL HOSPITAL,29 NORTHWEST FIRST LANE,LAMAR,MO,64759,BARTON,25,"$9,889,715","$36,114,653",,"-$2,200,829"
371307,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,BOISE CITY,OK,73933,BEE,25,"$2,409,033","$4,546,245","$1,919,745","$137,046"
394001,NORRISTOWN STATE HOSPITAL,1001 STERIGERE STREET,NORRISTOWN,PA,19401,MONTGOMERY,309,"$88,811,464",,,"-$89,594,997"
451358,MEMORIAL HOSPITAL-SEMINOLE,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360-3499,GAINES,25,"$8,887,634","$23,730,732",,"$1,730,003"
141318,OSF HOLY FAMILY MED CTR,1000 WEST HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,23,"$5,582,705","$59,144,074",,"$3,420,812"
154020,REGIONAL MENTAL HEALTH CENTER,8555 TAFT STREET,MERRILLVILLE,IN,46410,LAKE,16,"$4,836,357","$15,615,790",,"$9,434,822"
154021,GRANT BLACKFORD MENTAL HEALTH  INC.,505 WABASH AVENUE,MARION,IN,46952-,GRANT,16,"$3,703,514","$2,865,693",,"-$165,818"
171363,COMMUNITY MEMORIAL HEALTHCARE  INC.,708 NORTH 18TH STREET,MARYSVILLE,KS,66508-,MARSHALL,23,"$6,753,234","$24,975,124",,"$196,379"
184007,THE BROOK - DUPONT,1405 BROWNS LANE,LOUSIVILLE,KY,40207,JEFFERSON,68,"$34,572,050","$6,089,900",,"$2,659,574"
191322,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST 7TH STREET,KAPLAN,LA,70548,VERMILION,25,"$12,740,963","$12,151,705",,"$1,192,111"
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK STREET,UNIONVILLE,MO,63565,PUTNAM,15,"$2,747,742","$7,207,304",,"-$7,316,428"
261314,HERMANN AREA DISTRICT HOSPITAL,509 WEST 18TH STREET,HERMANN,MO,65041-,GASCONADE,24,"$5,924,078","$24,566,964",,"-$689,207"
361309,HENRY COUNTY HOSPITAL (CAH),11600 STATE ROUTE 424,NAPOLEON,OH,43545-,HENRY,25,"$11,769,473","$48,194,631",,"$206,873"
361333,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,FULTON,25,"$34,293,657","$112,034,165",,"$2,777,627"
521359,MEMORIAL MEDICAL CENTER  INC.,1615 MAPLE LANE,ASHLAND,WI,54806-,ASHLAND,25,"$27,724,424","$95,447,716",,"$9,970,584"
251318,NORTH SUNFLOWER COUNTY HOSPITAL,N/A,RULEVILLE,MS,38771,SUNFLOWER,25,"$33,667,466","$48,754,659",,"-$6,808,145"
453313,EL PASO CHILDRENS HOSPITAL,4845 ALAMEDA AVE,EL PASO,TX,79905,EL PASO,122,"$144,925,192","$142,541,725",,"-$16,065,554"
151318,DUKES MEMORIAL HOSPITAL,275 WEST 12TH STREET,PERU,IN,46970,MIAMI,25,"$54,595,388","$121,169,753","$13,054,002","$7,221,604"
184009,RIDGE,3050 RIO DOSA DRIVE,LEXINGTON,KY,40509,FAYETTE,92,"$40,484,652","$6,212,884",,"$2,334,781"
144026,HARTGROVE HOSPITAL,520 N. RIDGEWAY AVE,CHICAGO,IL,60624-,COOK,160,"$71,915,634","$12,687,401",,"$14,302,617"
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 13TH STREET,WAKEENEY,KS,67672-,TREGO,25,"$9,447,958","$11,451,625",,"-$787,490"
191315,HARDTNER MEDICAL CENTER,1102 N. PINE ROAD,OLLA,LA,71465-,,25,"$29,068,677","$44,545,216",,"$3,684,771"
191317,JACKSON PARISH HOSPITAL,165 BEECH SPRINGS ROAD,JONESBORO,LA,71251-,,25,"$4,354,630","$25,209,465",,"$3,675,183"
194031,RIVER OAKS HOSPITAL,1525 RIVER OAKS W. AVE,HARAHANELO,LA,76901,JEFFERSON PARISH,126,"$51,143,932","$2,551,844",,"$2,571,294"
223302,CHILDRENS HOSPITAL CORPORATION,300 LONGWOOD AVENUE,BOSTON,MA,2115,SUFFOLK,415,"$1,099,763,000","$931,172,941",,"$72,784,000"
232038,SSH - GROSSE POINTE,22101 MOROSS ROAD,DETROIT,MI,48236,WAYNE,26,"$39,860,203",,"$4,779,359","$2,708,087"
261301,ELLETT MEMORIAL HOSPITAL,610 NORTH OHIO AVENUE,APPLETON,MO,64724-,ST. CLAIR,25,"$2,153,389","$7,447,811",,"-$567,771"
261316,MERCY HOSPITAL AURORA,500 PORTER STREET,AURORA,MO,65605-,LAWRENCE,25,"$11,430,140","$35,217,343",,"$3,299,782"
281323,CHI HEALTH SCHUYLER,104 WEST 17TH STREET,SCHUYLER,NE,68661-1396,COLFAX,25,"$639,184","$12,084,227",,"$263,185"
451310,BALLINGER MEMORIAL HOSPITAL,BRONTE HIGHWAY & AVE B,BALLINGER,TX,76821-,RUNNELS,16,"$1,433,529","$11,702,168",,"$2,349,239"
524001,MILWAUKEE CTY MENTAL HEALTH COMPLEX,9455 WATERTOWN PLANK ROAD,MILWAUKEE,WI,53226,MILWAUKEE,120,"$31,231,128","$9,281,850","$60,127,406","-$56,566,443"
524019,NORWOOD HEALTH CENTER,1600 NORTH CHESTNUT AVENUE,MARSHFIELD,WI,54449,WOOD,16,"$8,414,337",,,"-$1,085,228"
31307,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,85344,LAPAZ,20,"$3,888","$158,235",,"-$45,358,679"
52035,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,CA,92683,ORANGE,109,"$346,411,928","$6,997,024","$25,405,601","$1,180,744"
523302,CHILDRENS HOSPITAL OF WI-FOX VALLEY,130 SECOND STREET,NEENAH,WI,54956,WINNEBAGO,42,"$24,000,876","$9,689,355",,"$859,460"
30071,FORT DEFIANCE INDIAN HOSPITAL,CORNER OF N12 AND N7,FORT DEFIANCE,AZ,86504,APACHE,56,"$184,554","$1,262,284","$70,895,826","-$143,931,787"
30113,USPHS HOSPITAL-WHITERIVER,200 W HOSPITAL DRIVE,WHITERIVER,AZ,85941,NAVAJO,40,"$52,500","$476,151","$33,539,366","-$68,071,526"
41319,DEQUEEN MEDICAL CENTER,1300 HIGHWAY 70 WEST,DEQUEEN,AR,71832,SEVIER,25,"$9,997,075","$14,756,809",,"-$573,145"
142011,HOLY FAMILY MEDICAL CENTER,100 NORTH RIVER ROAD  SECOND FLOOR,DES PLAINES,IL,60016,COOK,128,"$304,945,279","$57,189,964",,"$796,224"
154018,RICHMOND STATE HOSPITAL,498 N.W. 18TH,RICHMOND,IN,47374-,WAYNE,213,"$242,820","$2,585",,"$1,749,503"
154019,MADISON STATE HOSPITAL,711 GREEN ROAD,MADISON,IN,47250-,JEFFERSON,150,"$298,189","$2,475",,"$5,994,042"
191300,ST. HELENA PARISH HOSPITAL,16874 HIGHWAY 43,GREENSBURG,LA,70441-,ST. HELENA PARISH,25,"$1,744,342","$6,040,134",,"$409,980"
234023,HAVENWYCK HOSPITAL,1525 UNIVERSITY DRIVE,AUBURN HILLS,MI,48326,OAKLAND,213,"$86,333,400","$4,315,620","$19,479,219","$14,063,961"
332006,CALVARY HOSPITAL  INC.,1740 EASTCHESTER ROAD,BRONX,NY,10461,BRONX,225,"$172,730,606","$27,965,866",,"-$2,566,200"
334003,ST. LAWRENCE P.C.,1 CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669-2291,ST. LAWRENCE,108,"$232,955","$9,113,623","$33,882,214","-$41,773,915"
334046,CAPITAL DISTRICT P.C.,75 NEW SCOTLAND AVE.,ALBANY,NY,12208-3474,ALBANY,109,"$464,423","$5,863,371","$33,767,383","-$39,460,351"
370172,CHOCTAW NATION HEALTH CARE CENTER,ONE CHOCTAW WAY,TALIHINA,OK,74571,LE FLORE,43,"$83,980","$3,208,450","$85,312,631","-$202,134,592"
371309,PAWHUSKA HOSPITAL  INC.,1101 S 15TH,PAWHUSKA,OK,74056,OSAGE,25,"$9,462,494","$6,256,973",,"-$1,580,526"
374001,NORTHWEST CTR FOR BEHAVIORAL HEALTH,ONE MILE HIGHWAY,FT. SUPPLY,OK,73841-0001,WOODWARD,24,"$3,226,774","$2,896,970",,"$2,452,973"
524025,FOND DU LAC COUNTY HEALTH CARE CTR.,459 E 1ST STREET,FOND DU LAC,WI,54935,FOND DU LAC,25,"$8,804,579",,"$4,921,337","-$136,906"
524026,WAUKESHA COUNTY MENTAL HEALTH CNTR,1501 AIRPORT RD,WAUKESHA,WI,51388,WAUKESHA,28,"$6,342,555",,"$25,148,253","-$4,094,180"
30084,CHINLE COMPREHENSIVE CARE FACILITY,1 MILE N OF HWY 191,CHINLE,AZ,86503,NAVAJO,60,"$98,591","$1,171,800","$65,680,313","-$145,432,810"
154059,SYCAMORE SPRINGS,833 PARK EAST BOULEVARD,LAFAYETTE,IN,47905,TIPPECANOE,48,"$24,318,400","$6,520,270",,"$1,825,273"
171344,WILSON MEDICAL CENTER,2600 OTTAWA ROAD,NEODESHA,KS,66757-,WILSON,15,"$6,551,629","$24,255,796",,"-$1,279,579"
173300,CHILDRENS MERCY HOSPITAL KANSAS,5808 WEST 110TH,OVERLAND PARK,KS,66211,JOHNSON,50,"$52,488,121","$251,435,652",,"$22,657,559"
250127,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,PHILADELPHIA,MS,39350,NESHOBA,20,"$12,990","$396,452","$19,261,279","-$65,502,928"
251312,TYLER HOLMES MEMORIAL HOSPITAL,TYLER HOLMES MEMORIAL HOSPITAL,WINONA,MS,38967,MONTGOMERY,25,"$11,078,350","$15,318,539",,"-$921,159"
320058,MESCALERO INDIAN HOSPITAL,301 SAGE AVENUE,MESCALERO,NM,88340,OTERO,6,$736,"$52,269","$4,090,033","-$12,199,074"
444021,BEHAVORIAL HEALTH CENTERS,1400 ROSEWOOD DR,COLUMBIA,TN,38401,MAURY,16,"$3,759,428",,,"$108,262"
450658,FREESTONE MEDICAL CENTER,125 NEWMAN STREET,FAIRFIELD,TX,75840-,FREESTONE,37,"$4,725,131","$23,420,274","$3,496,497","-$792,812"
452094,VICTORIA WARM SPRINGS SPECIALTY HOSP,102 MEDICAL DRIVE,VICTORIA,TX,77904,VICTORIA,26,"$55,573,889","$8,527,037",,"$1,712,501"
454133,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,TRAVIS,90,"$27,604,175","$241,600",,"-$2,870,875"
521343,STOUGHTON HOSPITAL ASSOCIATION,900 RIDGE STREET,STOUGHTON,WI,53589-1896,DANE,22,"$25,480,911","$64,488,590",,"$2,964,888"
171338,GREAT PLAINS OF SABETHA  INC.,14TH & OREGON,SABETHA,KS,66534-,NEMAHA,17,"$3,078,666","$10,297,364",,"-$195,239"
231313,HARBOR BEACH COMMUNITY HOSPITAL,210 SOUTH FIRST STREET,HARBOR BEACH,MI,48441-0040,HURON,15,"$3,589,443","$9,566,971",,"-$674,374"
231317,KELSEY MEMORIAL HOSPITAL,418 WASHINGTON AVENUE,LAKEVIEW,MI,48850-,MONTCALM,16,"$8,763,942","$28,658,505","$6,535,522","$1,621,903"
261317,MERCY HOSPITAL CASSVILLE,94 MAIN,CASSVILLE,MO,65625-,BARRY,25,"$5,281,600","$35,530,339",,"$1,703,885"
281322,SAINT FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR STREET,WEST POINT,NE,68788,DODGE,25,"$9,193,104","$33,430,845",,"$6,328,141"
321309,MIMBRES MEMORIAL HOSPITAL,900 WEST ASH STREET,DEMING,NM,88030,LUNA,25,"$40,979,125","$107,089,897",,"$2,709,709"
